,Grapheme,Phoneme
555,بعضي از تذكره‌نويسان او را سيوستاني مي‌گويند و صبح گلشن اين شاعر را اهل سمنان مي‌داند,"ba]zi ]az tazkarenevis/n ]u r/ sivest/ni miguyand va sobhe1 gol.an ]in ./]er r/ ]ahle1 semn/n mid/nad
"
556,بنابراين گنجاندن نام وي‌در ميان شعراي مشكوك درست است,"ban/bar]in gon,/ndane1 n/me1 vey dar miy/ne1 .o]ar/ye1 ma.kuk dorost ]ast
"
557,هر چند اين‌مطلب محتاج تحقيق مي‌باشد,"har'and ]in matlab moht/,e1 tahqiq mib/.ad
"
558,تقي اوحدي در باره يونس ، مير محمد و ناصر مي‌نگاردكه در هند بودند,"taqiye1 ]ohadi darb/reye1 yunes mirmohammad va n/ser mineg/rad ke dar hend budand
"
559,وي گرچه در باره كشورشان اشاره‌اي نكرده ولي از قراين معلوم است كه به خارج از هند تعلق داشتند و حتماً ايراني بودند و بنابراين بايد از شعراي مشكوك جدا شوند,"vey gar'e darb/reye1 ke.vare./n ]e./re]i nakarde vali ]az qar/yen ma]lum ]ast ke be x/re, ]az hend ta]alloq d/.tand va hatman ]ir/ni budand va ban/bar]in b/yad ]az .o]ar/ye1 ma.kuk ,od/ .avand
"
560,اطلاعات در باره نوعي اصفهاني بسيار كم است,"]ettel/]/t darb/reye1 no]iye1 ]esfah/ni besy/r kam ]ast
"
561,وي اتوكشي مي‌كرد و به عقيده تقي اوحدي غزل خوب مي‌سرود و شاعري پرگو بود,"vey ]otuke.i mikard va be ]aqideye1 taqiye1 ]ohadi qazal xub misorud va ./]eri porgu bud
"
562,شمع انجمن وي را شاعر صاحب‌ديوان گفته است و نوشته است كه‌در عصر اكبري به هند آمده بود,".am]e1 ]an,oman vey r/ ./]ere1 s/heb div/n gofte ]ast va neve.te ]ast ke dar ]asre1 ]akbari be hend ]/made bud
"
563,گفتار تقي اوحدي نشان مي‌دهد كه وي‌در ايران زندگي مي‌كرد,"goft/re1 taqiye1 ]ohadi ne./n midahad ke vey dar ]ir/n zendegi mikard
"
564,به‌هرحال بايد گفت شمار وي‌در ميان شعراي مشكوك درست است ، تا بعداً تحقيق دقيق در مورد چگونگي به هند آمدن اين شاعر واضح گردد,"beharh/l b/yad goft .om/re1 vey dar miy/ne1 .o]ar/ye1 ma.kuk dorost ]ast t/ ba]dan tahqiqe1 daqiq dar morede1 'egunegiye1 be hend ]/madane1 ]in ./]er v/zeh gardad
"
565,همچنين تقي اوحدي در باره شاعري بنام نويدي نوشته است كه موضوع ايراني‌نژاد بودن او نيازمند تحقيق است,"ham'enin taqiye1 ]ohadi darb/reye1 ./]eri be n/me1 navidi neve.te ]ast ke mozu]e1 ]ir/nine[/d budane1 ]u niy/zmande1 tahqiq ]ast
"
566,بدايوني نيز در منتخب التواريخ در باره شخصي بنام وقوعي هروي نوشته است كه او در بدخشان زندگي مي‌كرد ، اما راجع‌به آمدن اين شاعر به هند چيزي نگفته است,"bad/yuni niz dar montaxabottav/rix darb/reye1 .axsi be n/me1 voqu]iye1 heravi neve.te ]ast ke ]u dar badax./n zendegi mikard ]amm/ r/,e] be ]/madane1 ]in ./]er be hend 'izi nagofte ]ast
"
567,بنابراين در كاروان در ميان فهرست شعراي مشكوك قرار دارد گرچه بسيار بجاست كه‌در اين زمينه تحقيق شود,"ban/bar]in dar k/rev/n dar miy/ne1 fehreste1 .o]ar/ye1 ma.kuk qar/r d/rad gar'e besy/r be,/ ]ast ke dar ]in zamine tahqiq .avad
"
568,در آخرين فصل كاروان هند كه‌در آن به سي شاعر اشاره‌شده است ، راجع‌به ورود به هند يا ايراني بودن آن‌ها ترديد است ، لذا يك محقق تازه‌كار نمي‌تواند بدين كار دشوار و مهم بپردازد بلكه نياز به محقق هندشناس برجسته‌اي است تا راجع‌به اين موضوع تحقيق كند ، زيرا موضوع حايز اهميت فراوان است,"dar ]/xarin fasle1 k/rev/ne1 hend ke dar ]/n be si ./]er ]e./re .ode ]ast r/,e] be vorud be hend y/ ]ir/ni budane1 ]/nh/ tardid ]ast lez/ yek mohaqqeqe1 t/zek/r nemitav/nad bedin k/re1 do.v/r va mohem bepard/zad balke niy/z be mohaqqeqe1 hend.en/se1 bar,este]i ]ast t/ r/,e] be ]in mozu] tahqiq konad zir/ mozu] h/]eze1 ]ahammiyate1 far/v/n ]ast
"
569,با توجه به مطالب گذشته بايد پذيرفت كه توجه پرداختن به امور ذيل ضروري مي‌نمايد ، يك ، شعراي ايراني كه به هند آمدند و بنا به بعضي دلايل در اين كتاب ذكري از آن‌ها به ميان نيامده است,"b/ tava,,oh be mat/lebe1 goza.te b/yad paziroft ke tava,,ohe1 pard/xtan be ]omure1 zeyl zaruri minem/yad yek .o]ar/ye1 ]ir/ni ke be hend ]/madand va ban/ be ba]zi dal/yel dar ]in ket/b zekri ]az ]/nh/ be miy/n nay/made ]ast
"
570,دو ، شعراي فارسي كه از آسياي مركزي و نقاط ديگر فارسي‌زبان به هند آمده‌اند كه بايد نام اين شعرا در كاروان هند گنجانده شود,"do .o]ar/ye1 f/rsi ke ]az ]/siy/ye1 markazi va noq/te1 digare1 f/rsizab/n be hend ]/made]and ke b/yad n/me1 ]in .o]ar/ dar k/rev/ne1 hend gon,/nde .avad
"
571,در پايان بيان اين نكته لازم است كه احمد گلچين معاني تنها كسي است كه بسياري‌از مسايل را حل كرده است و تنها او بود كه توانست اين كار را به‌خوبي انجام دهد,"darp/y/n bay/ne1 ]in nokte l/zem ]ast ke ]ahmade1 gol'inma]/ni tanh/ kasi ]ast ke besy/ri ]az mas/]el r/ hal karde ]ast va tanh/ ]u bud ke tav/nest ]in k/r r/ bexubi ]an,/m dahad
"
572,هم‌اكنون كاروان هند بهترين اثر حاضر مسيح كاشاني به‌شمار مي‌رود,"ham aknun k/rev/ne1 hend behtarin ]asare1 h/zere1 masihe1 k/./ni be .om/r miravad
"
573,به مسجد ارباب نياز است,"be mas,ede1 ]arb/b niy/z ]ast
"
574,ميخانه ما مسجد ارباب نياز است ، هرگه كه‌در او جاي كني وقت نماز است,"poem-meyx/neye1 m/ mas,ede1 ]arb/be1 niy/z ]ast hargah ke dar ]u ,/y koni vaqte1 nam/z ]ast
"
575,سرمايه هر عيش در او جام شراب است ، سرمايه هر عمر در او زلف دراز است,"sarm/yeye1 har ]ey. dar ]u ,/me1 .ar/b ]ast sarm/yeye1 har ]omr dar ]u zolfe1 der/z ]ast
"
576,همچون دل عاشق كه‌در او غير نمك نيست ، هر سو كه نظر مي‌فكني سوزوگداز است,"ham'on dele1 ]/.eq ke dar ]u qeyre1 namak nist har su ke nazar mifekani suz va god/z ]ast
"
577,صبح است عيان از دل ما يا دل محمود ، افروخته اندر شكن زلف اياز است,"sobh ]ast ]ay/n ]az dele1 m/ y/ dele1 mahmud ]afruxte ]andar .ekane1 zolfe1 ]ay/z ]ast
"
578,چون راز دل غمزده مستور نماند ، هر قطره خون در دل ما محرم راز است,"'on r/ze1 dele1 qamzade mastur nam/nad har qatreye1 xun dar dele1 m/ mahrame1 r/z ]ast
"
579,زين ميكده ساقي بده آن باده كه گويي ، در ديده معشوق همه نايب ناز است,"zin meykade s/qi bede ]/n b/de ke gu]i dar dideye1 ma].uq hame n/yebe1 n/z ]ast
"
580,زين پيش در توبه اگر بود گشوده ، اكنون چو در توبه در ميكده باز است,"zin pi. dare1 tobe ]agar bud go.ude ]aknun 'o dare1 tobe dare1 meykade b/z ]ast
"
581,مي‌گير ز ساقي ، كه چو مي‌دادرسي نيست,"mey gir ze s/qi ke 'o mey d/drasi nist
"
582,وندر جگر سوخته به زين نفسي نيست,"vandar ,egare1 suxte beh zin nafasi nist
"
583,حكايت همچنان باقي است ، يك آيا اين انتظار وجود دارد كه تمامي دو هزار وَ هفتصد وَ بيست وَ نُه اجراي نمايش در سال هزار وَ سيصد وَ هفتاد وَ هفت و حتما رقمي بيش از آن در سال هزار وَ سيصد وَ هفتاد وَ هشت تماماً بايستي مستقيم و مشخص نمايشديني باشند ، در بين نمايش‌هاي انجام‌شده يا اجرا نشده موارد متعددي را مي‌توان برشمردكه متون نمايش مذهبي است,"hek/yat ham'en/n b/qist yek ]/y/ ]in ]entez/r vo,ud d/rad ke tam/miye1 do hez/r va haftsad va bist va noh ]e,r/ye1 nam/ye. dar s/le1 hez/r va sisad va haft/d va haft va hatman raqami bi. ]az ]/n dar s/le1 hez/r va sisad va haft/d va ha.t tam/man b/yesti mostaqel va mo.axxas nam/ye.e1 dini b/.and dar beyne1 nam/ye.h/ye1 ]an,/m .ode y/ ]e,r/ na.ode mav/rede1 mote]addedi r/ mitav/n bar.emord ke motune1 nam/ye.e1 mazhabi ]ast
"
584,عمودي ، يك شمس نوشته نصرالله قادري و كارگرداني امير دژآكام دو خواب دريا نوشته نصرالله قادري و كارگرداني امير دژآكام سه مجلس سياوش‌خواني ، امير دژآكام چهار روايت آصف زهرخورده ، نصرالله قادري,"]amudi yek .ams neve.teye1 nasroll/he1 q/deri va k/rgard/niye1 ]amire1 de[/k/m do x/be1 dary/ neve.teye1 nasroll/he1 q/deri va k/rgard/niye1 ]amire1 de[/k/m se ma,lese1 siy/vo.x/ni ]amire1 de[/k/m 'ah/r rav/yate1 ]/sefe1 zahr xorde nasroll/he1 q/deri
"
585,پنج آينه توي سقف ، كورش زارعي شِش هرا ، نصرالله قادري هفت ماه لبريخته ، حسين جعفري هشت ماه و مهر ، فرهاد مهندس‌پور نُه دژ هوش‌ربا ، تاجبخش فنائيان دَه سنفوني سرداران ، فرهاد مهندس‌پور يازده توفان روح ، حسين پارسايي دوازده غم عشق ، نصرالله قادري سيزده مثنوي سرخ ، رضا حسيني چهارده دريايي‌ها,"pan, ]/]ine tuye1 saqf kuro.e1 z/re]i .e. har/ nasroll/he1 q/deri haft m/he1 lab rixte hoseyne1 ,a]fari ha.t m/h va mehr farh/de1 mohandespur noh de[e1 hu.rob/ t/,bax.e1 fan/]iy/n dah samfoniye1 sard/r/n farh/de1 mohandespur y/zdah tuf/ne1 ruh hoseyne1 p/rs/]i dav/zdah qame1 ]e.q nasroll/he1 q/deri sizdah masnaviye1 sorx rez/ hoseyni 'ah/rdah dary/]ih/
"
586,افقي ، يك زنان صبرا و شتيلا ، در باره حماسه فلسطين ، قطب‌الدين صادقي دو زمستان شصت وَ شِش ، محمد يعقوبي سه بايگاني ، نوشته محمد كاسبي چهار دختر ، دوچرخه ، دور زدن ، نوشته علي موذني ، كارگردان مصطفي اسلامي پنج عشق به افق خورشيد ، نوشته سيد مهدي شجاعي شِش دو حكايت از چندين حكايت ، سيد رضي محمودي فخرآبادي هفت ليلا نوشته مهرداد راياني ، كار سپيده نظري‌پور هشت ، عزيز مايي ، نوشته و كار مهرداد راياني,"]ofoqi yek zan/ne1 sabr/ va .atil/ darb/reye1 ham/seye1 felestin qotboddine1 s/deqi do zemest/ne1 .ast va .e. mohammade1 ya]qubi se b/yg/ni neve.teye1 mohammade1 k/sbi 'ah/r doxtar do'arxe dor zadan neve.teye1 ]aliye1 mo]azzeni k/rgard/n mostaf/ ]esl/mi pan, ]e.q be ]ofoqe1 xor.id neve.teye1 sayyed mahdiye1 .o,/]i .e. do hek/yat ]az 'andin hek/yat seyyed raziye1 mahmudiye1 faxr]/b/di haft leyl/ neve.teye1 mehrd/de1 r/y/ni k/re1 sepide nazaripur ha.t ]azize1 m/]i neve.te va kare1 mehrd/de1 r/y/ni
"
587,دو چنانكه قبلاً اشاره كردم نبايد انتظار داشته باشيم كه تمامي متون نمايشي مستقيماً متون ديني و تبليغ ديني باشند,"do 'en/nke qablan ]e./re kardam nab/yad ]entez/r d/.te b/.im ke tam/miye1 motune1 nam/ye.i mostaqiman motune1 dini va tabliqe1 dini b/.and
"
588,بدون شك در چنان وضعيتي هنر نمايش به‌سرعت اثر معكوس خواهد داشت,"bedune1 .ak dar 'en/n vaz]iyati honare1 nam/ye. besor]at ]asare1 ma]kus x/had d/.t
"
589,در دولت شوروي سابق تلاش بسياري مبذول داشتند كه هنر نمايش و نيز ساير هنرها را مستقيما ايدئولوژيك كنند و از تئاتر به‌عنوان ابزار تبليغ سوسياليسم بهره بگيرند,"dar dolate1 .oraviye1 s/beq tal/.e1 besy/ri mabzul d/.tand ke honare1 nam/ye. va niz s/yere1 honarh/ r/ mostaqiman ]ide]olo[ik konand va ]az te]/tr be ]onv/ne1 ]abz/re1 tabliqe1 susiy/lism bahre begirand
"
590,نتيجه كار آنان پيش روي ماست,"nati,eye1 k/re1 ]/n/n pi.e1 ruye1 m/ ]ast
"
591,به قول فون هايك دولت شوروي با هزينه بسيار هنگفتي ثابت كرد كه ديگران از چه راهي نبايد بروند ، اين سخن امروزه ديگر قبول عام يافته است كه تبليغ مستقيم تاثير چنداني ندارد,"be qole1 fonh/yk dolate1 .oravi b/ hazineye1 besy/r hangofti s/bet kard ke digar/n ]az 'e r/hi nab/yad beravand ]in soxan ]emruze digar qabule1 ]/m y/fte ]ast ke tabliqe1 mostaqim ta]sire1 'and/ni nad/rad
"
592,حتي در مورد قرآن مجيد هم معمولاً مفسران به‌اين سخن اشاره مي‌كنند كه شيوه قرآن كريم ، اياك اعن و اسمعي يا جاره است,"hatt/ dar morede1 qor]/ne1 ma,id ham ma]mulan mofasser/n be ]in soxan ]e./re mikonand ke .ive qor]/ne1 karim ]ayy/ka ]a]en va esme]i y\ ,/re ast
"
593,علاوه‌برآن نهاد درجه اولي مثل مجلس شوراي اسلامي وظيفه‌اش اين نيست كه قوانيني تصويب كند كه آن قوانين منطبق بر شرع و قانون اساسي باشند,"]al/vebar]/n nah/de1 dara,e ]avvali mesle1 ma,lese1 .or/ye1 ]esl/mi vazife]a. ]in nist ke qav/nini tasvib konad ke ]/n qav/nin montabeq bar .ar] va q/nune1 ]as/si b/.and
"
594,قانون اساسي خواسته است كه مصوبات مغاير موازين اسلام و قانون اساسي نباشد و اصل نود و چهارم گرچه در دوره‌اي از شوراي‌نگهبان اين دقت يا صرافت انجام مي‌شد كه مصوبات مجلس را از جهت انطباق با موازين شرعي بررسي مي‌كردند,"q/nune1 ]as/si x/ste ]ast ke mosavvab/t moq/yere1 mav/zine1 ]esl/m va q/nune1 ]as/si nab/.ad va ]asle1 navad va 'ah/rome1  gar'e dar dore]i ]az .or/ye1 negahb/n ]in deqqat y/ ser/fat ]an,/m mi.od ke mosavvab/te1 ma,les r/ ]az ,ahate1 ]enteb/q b/ mav/zine1 .ar]i barresi mikardand
"
595,مثل نظريه شوراي‌نگهبان در مورد طرح قانوني اراضي شهري در تاريخ,"mesle1 nazariyeye1 .or/ye1 negahb/n dar morede1 tarhe1 q/nune1 ]ar/ziye1 .ahri dar t/rixe1
"
596,بيست وَ نُهم مرداد هزار وَ سيصد وَ شصت ، كه‌در مورد ماده سي وَ يك آن قانون در نظريه شوراي‌نگهبان آمده است ، انطباق آن با موازين شرعي به تائيد اكثريت فقها ، نرسيد,"bist va nohe1 pan,e1 hez/r va sisad va .ast ke dar morede1 m/ddeye1 si va yeke1 ]/n q/nun dar nazariyeye1 .or/ye1 negahb/n ]/made ]ast ]enteb/qe1 ]/n b/ mav/zine1 .ar]i be ta]yide1 ]aksariyate1 foqah/ naresid
"
597,يك ، گمان مي‌كنم در مورد تئاتر سياستي يا خط‌مشي سخت‌تر از مجلس انتخاب نكنيم,"yek gam/n mikonam dar morede1 te]/tr siy/sati y/ xattema.yi saxttar ]az ma,les ]entex/b nakonim
"
598,هنر نمايش در كشور و نظام ما نبايد با موازين اسلامي مغايرت داشته‌باشد,"honare1 nam/ye. dar ke.var va nez/me1 m/ nab/yad b/ mav/zine1 ]esl/mi moq/yerat d/.te b/.ad
"
599,سه تئاتر ديني ، تئاتري نيست كه دچار صورت‌گرايي ديني باشد,"se te]/tre1 dini te]/tri nist ke do'/re1 suratgar/]iye1 dini b/.ad
"
600,اساساً توجه دين اصالتاً به محتوا و باطن است,"]as/san tava,,ohe1 din ]es/latan be mohtav/ va b/ten ]ast
"
601,آيه صد وَ هفتاد وَ هفت سوره بقره از جمله غرر آيات قرآني است كه نيكويي را تبيين كرده است و به‌روشني نيكويي را مساوي صورت‌گرايي قرار نداده است ، ليس البر ان تولوا وجوهكم قبل المشرق و المغرب,"]/yeye1 sad va haft/d va hafte1 sureye1 baqare ]az ,omle qorare1 ]/y/te1 qor]/ni ]ast ke niku]i r/ tabyin karde ]ast va bero.ani niku]i r/ mos/viye1 suratger/]i qar/r nad/de ]ast laysa albar an tulav/ vo,uhakom qabl alma.req va almaqreb
"
602,نيكويي اين نيست كه انسان صرفاً دغدغه‌اش اين‌باشد كه رو به شرق يا غرب در نماز قرار بگيرد,"niku]i ]in nist ke ]ens/n serfan daqdaqe]a. ]in b/.ad ke ru be .arq y/ qarb dar nam/z qar/r begirad
"
603,قرآن مجيد به‌عنوان مصاديق نيكويي موارد متعددي را بيان كرده است كه از جمله آن وفاي به عهد و شكيبايي در سختي‌ها و پايداري در جنگ و مهمتر از همه گوهر ايمان به خداوند است,"qor]/ne1 ma,id be ]onv/ne1 mas/diqe1 niku]i mav/rede1 mote]addedi r/ bay/n karde ]ast ke ]az ,omleye1 ]/n vaf/ye1 be ]ahd va .akib/]i dar saxtih/ va p/yd/ri dar ,ang va mohemtar ]az hame gohare1 ]im/n be xod/vand ]ast
"
